product_id,product_name,category,price,rating
197,"Desktop Monitor Stand","Home Office",799,4.5
198,"Digital Meat Thermometer","Kitchen",399,4.6
199,"Smart Power Strip","Electronics",699,4.4
200,"Handheld Garment Steamer","Home Appliances",799,4.3
201,"Multi-tool Pocket Knife","Tools",599,4.5
202,"Blackout Curtains","Home Decor",899,4.6
203,"Wooden Coasters Set","Home Decor",249,4.3
204,"Electric Hand Mixer","Kitchen",699,4.4
205,"Wireless Webcam","Electronics",1499,4.5
206,"Adjustable Laptop Table","Furniture",999,4.3
207,"Silicone Cooking Utensil Set","Kitchen",599,4.5
208,"Portable SSD Drive","Electronics",1999,4.7
209,"Smart Watch","Electronics",2499,4.6
210,"Bluetooth Beanie Hat","Clothing",499,3.9
211,"Glass Food Storage Containers","Kitchen",699,4.5
212,"Wireless Earphones","Electronics",1599,4.6
213,"Collapsible Laundry Basket","Home Decor",399,4.2
214,"Car Dash Cam","Automotive",1299,4.5
215,"LED Desk Lamp","Home Office",699,4.4
216,"Glass Tea Kettle","Kitchen",599,4.6
217,"Digital Alarm Clock","Home Decor",449,4.3
218,"Portable Hammock","Outdoor",899,4.5
219,"Silicone Ice Cube Trays","Kitchen",249,4.2
220,"Wireless Gaming Controller","Electronics",999,4.5
221,"Bathroom Organizer","Bath",549,4.3
222,"Smartphone Lens Kit","Electronics",699,4.1
223,"Bamboo Drawer Organizer","Home Decor",499,4.4
224,"Flexible Tripod","Electronics",399,4.2
225,"Reusable Produce Bags","Kitchen",249,4.3
226,"Electric Wine Opener","Kitchen",599,4.4
227,"Microfiber Cleaning Cloths","Home Appliances",199,4.5
228,"Shower Caddy","Bath",349,4.2
229,"Fitness Exercise Cards","Fitness",299,4.0
230,"Touchless Soap Dispenser","Bath",499,4.4
231,"Fabric Steamer","Home Appliances",899,4.5
232,"Desktop USB Hub","Electronics",599,4.3
233,"Electric Tea Kettle","Kitchen",799,4.6
234,"Body Weight Scale","Health",549,4.4
235,"Indoor Herb Garden Kit","Home Decor",799,4.3
236,"Wall Mounted Bottle Opener","Kitchen",199,4.1
237,"Wireless Door Sensor","Home Security",449,4.5
238,"Bamboo Bath Mat","Bath",699,4.4
239,"Portable Bluetooth Keyboard","Electronics",899,4.2
240,"LED Strip Lights","Home Decor",499,4.5
241,"Silicone Baking Cups","Kitchen",199,4.3
242,"Car Phone Holder","Automotive",399,4.4
243,"Stainless Steel Straws","Kitchen",149,4.5
244,"Floating Wall Shelves","Home Decor",649,4.6
245,"Mosquito Repellent Bracelet","Outdoor",199,3.8
246,"Smartphone Car Mount","Automotive",449,4.3
247,"Bamboo Serving Tray","Kitchen",549,4.5
248,"Handheld Milk Frother","Kitchen",299,4.2
249,"Cable Management Box","Home Office",399,4.4
250,"USB Desk Fan","Home Office",349,4.1
251,"Reusable Coffee Filter","Kitchen",199,4.0
252,"Wool Dryer Balls","Home Appliances",249,4.3
253,"Cold Brew Coffee Maker","Kitchen",599,4.5
254,"Smart Plug","Electronics",499,4.4
255,"Vegetable Spiralizer","Kitchen",449,4.2
256,"Indoor Thermometer","Home Decor",299,4.3
257,"Laptop Privacy Screen","Home Office",799,4.2
258,"Microwave Cover","Kitchen",199,4.0
259,"Magnetic Spice Jars","Kitchen",699,4.5
260,"Wireless Meat Thermometer","Kitchen",799,4.6
261,"Sink Caddy","Kitchen",249,4.2
262,"Waterproof Bluetooth Speaker","Electronics",999,4.5
263,"Tea Infuser","Kitchen",199,4.3
264,"Cable Clips Organizer","Home Office",149,4.2
265,"Charging Station Dock","Electronics",799,4.5
266,"Sink Splash Guard","Kitchen",199,3.9
267,"Food Storage Container Set","Kitchen",699,4.4
268,"Stackable Drawer Organizer","Home Decor",449,4.3
269,"Bamboo Phone Stand","Home Office",299,4.2
270,"Car Vacuum Cleaner","Automotive",999,4.4
271,"Bluetooth Sleep Headphones","Electronics",599,4.1
272,"Silicone Splatter Screen","Kitchen",249,4.2
273,"Bedside Shelf","Furniture",499,4.3
274,"Compact Mirror","Health",199,4.0
275,"Rotating Makeup Organizer","Health",699,4.5
276,"Garden Tool Set","Outdoor",899,4.6
277,"Desktop Power Strip","Home Office",599,4.3
278,"Dish Drying Rack","Kitchen",499,4.4
279,"Adjustable Cake Slicer","Kitchen",199,4.0
280,"Electric Callus Remover","Health",499,4.3
281,"Portable Clothes Steamer","Home Appliances",699,4.4
282,"Wireless Earbuds Case","Electronics",299,4.2
283,"Salad Spinner","Kitchen",449,4.3
284,"LED Book Light","Home Decor",199,4.1
285,"Reusable Beeswax Wraps","Kitchen",349,4.0
286,"Compression Socks Set","Clothing",399,4.2
287,"Car Seat Gap Filler","Automotive",249,4.1
288,"Cutting Board with Container","Kitchen",599,4.4
289,"Glass Teapot with Infuser","Kitchen",599,4.5
290,"Shower Speaker","Electronics",699,4.2
291,"Drawer Dividers","Home Decor",399,4.3
292,"Kitchen Sink Organizer","Kitchen",349,4.2
293,"Bathroom Mirror","Bath",799,4.5
294,"Vacuum Storage Bags","Home Decor",499,4.3
295,"Digital Kitchen Timer","Kitchen",249,4.2
296,"Portable Charger","Electronics",799,4.6
297,"Wine Aerator","Kitchen",299,4.1
298,"Laptop Cooling Pad","Electronics",699,4.3
299,"Food Processor","Kitchen",1999,4.7
300,"Electric Callus Remover","Health",599,4.2
301,"Mini Desk Vacuum","Home Office",349,4.0
302,"Emergency Weather Radio","Electronics",699,4.4
303,"Packing Cubes Set","Travel",499,4.5
304,"Pet Hair Remover Brush","Pets",299,4.3
305,"Cable Management Sleeve","Home Office",249,4.2
306,"Toilet Paper Holder","Bath",349,4.1
307,"Portable Bluetooth Speaker","Electronics",999,4.6
308,"Wine Glass Set","Kitchen",799,4.5
309,"Shower Head Filter","Bath",499,4.2
310,"Grill Brush","Kitchen",349,4.3
311,"Yoga Strap","Fitness",199,4.1
312,"Digital Indoor Thermometer","Home Decor",399,4.2
313,"Kitchen Utensil Rest","Kitchen",199,4.0
314,"Mandoline Slicer","Kitchen",549,4.4
315,"Stainless Steel Compost Bin","Kitchen",599,4.3
316,"Essential Oil Set","Health",799,4.4
317,"Bike Phone Holder","Sports",349,4.2
318,"Fridge Storage Bins","Kitchen",449,4.3
319,"Silicone Baking Molds","Kitchen",349,4.1
320,"Computer Cleaning Kit","Electronics",399,4.2
321,"Compact First Aid Kit","Health",299,4.5
322,"Digital Luggage Scale","Travel",249,4.2
323,"Bamboo Dish Brush","Kitchen",149,4.0
324,"Electronic Bug Zapper","Home Decor",399,4.1
325,"Laptop Privacy Screen Protector","Electronics",599,4.3
326,"Facial Cleansing Brush","Health",499,4.2
327,"Touchless Forehead Thermometer","Health",799,4.6
328,"Wall-Mounted Toothbrush Holder","Bath",249,4.1
329,"Egg Cooker","Kitchen",399,4.3
330,"Anti-Fatigue Kitchen Mat","Kitchen",599,4.4
331,"Air Fryer","Kitchen",2499,4.7
332,"Adjustable Phone Stand","Electronics",299,4.2
333,"Over-the-Door Organizer","Home Decor",449,4.3
334,"Kitchen Backsplash Peel and Stick","Home Decor",599,4.1
335,"Car Trash Can","Automotive",249,4.2
336,"Waterproof Playing Cards","Sports",199,4.0
337,"Bread Box","Kitchen",599,4.4
338,"Digital Photo Frame","Electronics",1499,4.5
339,"Over Door Hook Organizer","Home Decor",299,4.2
340,"Silicone Oven Mitts","Kitchen",399,4.3
341,"Cordless Water Flosser","Health",899,4.5
342,"Handheld Vacuum","Home Appliances",999,4.4
343,"Stainless Steel Soap Bar","Kitchen",199,3.9
344,"Wireless Keyboard and Mouse Combo","Electronics",999,4.5
345,"Anti-Slip Bathtub Mat","Bath",399,4.2
346,"Fabric Defuzzer","Home Appliances",349,4.3
347,"Measuring Cup Set","Kitchen",299,4.4
348,"Bath Bomb Set","Bath",399,4.2
349,"Aromatherapy Diffuser","Home Decor",699,4.5
350,"Wool Dryer Balls Set","Home Appliances",299,4.1
351,"Car Windshield Sun Shade","Automotive",349,4.2
352,"Glass Spray Bottles Set","Home Appliances",399,4.0
353,"Motion Sensor Night Light","Home Decor",299,4.3
354,"Microwave Splatter Cover","Kitchen",199,4.0
355,"Phone Sanitizer Box","Electronics",799,4.4
356,"Airtight Food Storage Container Set","Kitchen",799,4.5
357,"Shower Curtain with Pockets","Bath",399,4.1
358,"Laptop Sleeve Case","Electronics",599,4.4
359,"Pill Organizer Box","Health",249,4.2
360,"Bamboo Toilet Paper","Bath",399,4.0
361,"Wooden Puzzle Set","Toys",599,4.4
362,"Shower Squeegee","Bath",249,4.1
363,"Phone Tripod Stand","Electronics",399,4.3
364,"Waterproof Phone Pouch","Electronics",299,4.0
365,"Dryer Vent Cleaner Kit","Home Appliances",399,4.2
366,"Measuring Spoon Set","Kitchen",199,4.3
367,"Digital Coin Bank","Home Decor",399,4.1
368,"Roll-Up Dish Drying Rack","Kitchen",349,4.2
369,"Travel Jewelry Organizer","Travel",399,4.3
370,"Natural Wool Dryer Balls","Home Appliances",299,4.1
371,"Massage Gun","Fitness",1999,4.6
372,"Meat Shredder Claws","Kitchen",249,4.2
373,"Anti-Fog Mirror Film","Bath",199,3.9
374,"Small Space Heater","Home Appliances",799,4.3
375,"Mini Waffle Maker","Kitchen",599,4.4
376,"Retractable Clothesline","Home Appliances",349,4.0
377,"Refrigerator Door Handle Covers","Kitchen",199,3.9
378,"Hands-Free Phone Holder","Home Office",349,4.1
379,"Car Cup Holder Phone Mount","Automotive",299,4.2
380,"Waterproof Car Seat Protector","Automotive",499,4.3
381,"Slim Wallet with Money Clip","Fashion",399,4.2
382,"Adjustable Tablet Stand","Electronics",499,4.3
383,"Water Flosser","Health",799,4.5
384,"Silicone Garlic Peeler","Kitchen",149,4.0
385,"WiFi Range Extender","Electronics",999,4.4
386,"Car USB Charger","Automotive",299,4.3
387,"Mini Desk Humidifier","Home Office",399,4.2
388,"Freezer Storage Containers","Kitchen",499,4.3
389,"Wine Bottle Stopper Set","Kitchen",299,4.1
390,"Pill Crusher and Cutter","Health",199,4.0
391,"Gas Can","Automotive",449,4.2
392,"Bamboo Sushi Making Kit","Kitchen",599,4.3
393,"Silicone Stretch Lids","Kitchen",349,4.2
394,"Mini Fridge","Kitchen",2999,4.6
395,"Sunrise Alarm Clock","Electronics",999,4.4
396,"Dishwasher Magnet Clean/Dirty Sign","Kitchen",199,4.0
397,"Bedsheet Fasteners","Bedding",199,3.9
398,"Mosquito Repellent Bracelet Set","Outdoor",299,3.8
399,"Fabric Shower Curtain","Bath",499,4.3
400,"Eyeglass Cleaning Kit","Health",249,4.1
401,"Pet Water Fountain","Pets",799,4.4
402,"Outdoor Solar Lights","Garden",599,4.3
403,"Stainless Steel Ice Cubes","Kitchen",349,4.0
404,"Collapsible Salad Spinner","Kitchen",499,4.2
405,"Meat Tenderizer Tool","Kitchen",249,4.1
406,"Milk Frother","Kitchen",399,4.3
407,"Silicone Baking Mat Set","Kitchen",449,4.4
408,"Mini Dehumidifier","Home Appliances",699,4.2
409,"Acupressure Mat and Pillow Set","Health",899,4.3
410,"Bamboo Shoe Rack","Home Decor",699,4.4
411,"Reusable Makeup Remover Pads","Health",249,4.1
412,"Glass Food Storage Containers Set","Kitchen",899,4.5
413,"Waterproof Picnic Blanket","Outdoor",599,4.2
414,"Tea Bag Organizer Box","Kitchen",349,4.0
415,"Wooden Desk Organizer","Home Office",599,4.3
416,"Rotating Utensil Holder","Kitchen",399,4.2
417,"Silicone Soap Dish","Bath",149,4.0
418,"Portable Neck Fan","Electronics",399,4.1
419,"Fabric Storage Bins","Home Decor",499,4.3
420,"Cordless Hand Vacuum","Home Appliances",1299,4.5
421,"Bamboo Cheese Board Set","Kitchen",899,4.6
422,"Jewelry Cleaning Kit","Fashion",349,4.1
423,"Windshield Wiper Blades","Automotive",499,4.3
424,"Smartphone Card Holder","Fashion",199,4.0
425,"Bamboo Toilet Paper Holder","Bath",349,4.1
426,"Magnetic Spice Tins","Kitchen",599,4.4
427,"Indoor/Outdoor Thermometer","Home Decor",399,4.2
428,"Bamboo Cookbook Stand","Kitchen",399,4.3
429,"Avocado Saver","Kitchen",199,3.9
430,"Bag Sealer Clips","Kitchen",149,4.0
431,"Smart Dimmer Switch","Electronics",899,4.4
432,"Banana Hanger","Kitchen",199,3.8
433,"Face Mask Sheet Set","Health",399,4.2
434,"Digital Shower Timer","Bath",299,4.0
435,"Pet Hair Remover Glove","Pets",299,4.2
436,"Weighted Eye Mask","Health",399,4.3
437,"Microwave Rice Cooker","Kitchen",499,4.2
438,"Silicone Toothbrush Holder","Bath",199,4.0
439,"Cork Yoga Block","Fitness",499,4.3
440,"Handheld Steamer","Home Appliances",799,4.4
441,"Mini Drone","Electronics",1999,4.5
442,"Smartphone UV Sanitizer","Electronics",699,4.3
443,"Magnetic Screen Door","Home Decor",599,4.2
444,"Digital Pocket Scale","Kitchen",399,4.2
445,"Produce Keeper Containers","Kitchen",499,4.3
446,"Fabric Upholstery Cleaner","Home Appliances",499,4.2
447,"Wine Chiller Stick","Kitchen",399,4.1
448,"Electric Wine Opener","Kitchen",799,4.4
449,"Waterproof Speaker","Electronics",999,4.5
450,"Silicone Dish Scrubber","Kitchen",199,4.0
451,"Blackout Sleep Mask","Health",299,4.2
452,"Portable Utensil Set","Kitchen",299,4.1
453,"Fabric Face Mask Set","Health",299,4.0
454,"LED Makeup Mirror","Health",599,4.4
455,"Fridge Deodorizer","Kitchen",199,4.0
456,"Pet Hair Lint Roller","Pets",249,4.2
457,"Collapsible Food Storage Containers","Kitchen",499,4.3
458,"Bamboo Soap Dish","Bath",199,4.1
459,"Massage Roller Ball","Health",299,4.2
460,"Air Purifying Bags","Home Decor",299,4.0
461,"Magnetic Key Holder","Home Decor",199,4.1
462,"Digital Pocket Scale","Kitchen",399,4.3
463,"Vegetable Peeler Set","Kitchen",299,4.2
464,"Pet Odor Eliminator","Pets",349,4.1
465,"Silicone Wine Stopper Set","Kitchen",249,4.0
466,"Drain Snake Cleaner Tool","Home Appliances",199,4.2
467,"Glass Meal Prep Containers","Kitchen",899,4.5
468,"Key Finder Tracker","Electronics",499,4.3
469,"Bathroom Floor Mat","Bath",399,4.2
470,"Sleep Sound Machine","Electronics",899,4.4
471,"Shower Door Seal Strip","Bath",249,4.0
472,"USB Wall Charger","Electronics",399,4.3
473,"Facial Cleansing Sponge Set","Health",199,4.0
474,"Foldable Shopping Bag Set","Home Decor",299,4.2
475,"Bathroom Squeegee","Bath",249,4.1
476,"Apple AirTag","Electronics",2999,4.7
477,"Magnetic Shopping List","Home Decor",199,4.0
478,"Couch Cup Holder","Home Decor",349,4.1
479,"Pet Food Storage Container","Pets",499,4.3
480,"Fruit Infuser Water Bottle","Kitchen",399,4.2
481,"Desk Phone Holder","Home Office",299,4.1
482,"Knife Sharpener","Kitchen",399,4.3
483,"Cable Management Box","Home Office",449,4.2
484,"Mini Handheld Fan","Electronics",299,4.0
485,"Silicone Spatula Set","Kitchen",399,4.4
486,"Shower Caddy Organizer","Bath",499,4.3
487,"Sleep Headphones","Electronics",599,4.2
488,"Mini Security Camera","Home Security",1299,4.5
489,"Bathroom Phone Holder","Bath",249,3.9
490,"Potty Training Timer Watch","Kids",399,4.0
491,"Pill Box with Timer","Health",499,4.3
492,"Pet Toys Set","Pets",399,4.2
493,"Fitness Resistance Bands","Fitness",499,4.4
494,"Carbon Monoxide Detector","Home Security",699,4.5
495,"Webcam Cover Slides","Electronics",149,4.0
496,"Bottle Brush Cleaner","Kitchen",199,4.1
497,"Candle Warmer Lamp","Home Decor",499,4.2
498,"Car Trash Bin","Automotive",299,4.0
499,"Electronic Bug Zapper","Home Appliances",599,4.3
500,"Thermal Travel Mug","Kitchen",499,4.4
501,"Phone Lens Kit","Electronics",599,4.1
502,"Meat Thermometer","Kitchen",399,4.3
503,"Refrigerator Storage Bins","Kitchen",449,4.2
504,"Copper Compression Socks","Health",399,4.3
505,"Laptop Table for Bed","Furniture",899,4.4
506,"Touchless Soap Dispenser","Bath",499,4.3
507,"Desk Pad Protector","Home Office",499,4.2
508,"Electric Lint Remover","Home Appliances",399,4.1
509,"Garden Kneeling Pad","Garden",299,4.2
510,"LED Motion Sensor Light","Home Decor",399,4.3
511,"Essential Oil Organizer","Health",349,4.0
512,"Measuring Cups and Spoons Set","Kitchen",399,4.4
513,"Sink Shelf Organizer","Kitchen",299,4.1
514,"Electric Callus Remover","Health",499,4.2
515,"Microfiber Mop","Home Appliances",599,4.3
516,"USB Reading Light","Electronics",299,4.0
517,"Tongue Scraper","Health",149,4.0
518,"Car Seat Gap Filler","Automotive",249,4.1
519,"Adjustable Tablet Stand","Electronics",499,4.3
520,"Nail Clipper Set","Health",299,4.2
521,"Pet Hair Broom","Pets",399,4.3
522,"Knife Block Set","Kitchen",999,4.5
523,"Sleep Sound Machine","Electronics",799,4.4
524,"Touchless Thermometer","Health",699,4.3
525,"Produce Bags Reusable Set","Kitchen",299,4.2
526,"Digital BBQ Thermometer","Kitchen",599,4.4
527,"Pasta Maker","Kitchen",999,4.5
528,"Dry Bag Waterproof Backpack","Outdoor",699,4.4
529,"Furniture Leg Pads","Home Decor",199,4.0
530,"Disposable Face Masks Box","Health",299,4.1
531,"Shower Head Water Filter","Bath",499,4.3
532,"Microfiber Makeup Remover Cloth","Health",199,4.0
533,"Smart Tag Tracker","Electronics",499,4.3
534,"Child Safety Cabinet Locks","Kids",299,4.2
535,"Makeup Organizer Display","Health",699,4.4
536,"Rice Dispenser Container","Kitchen",499,4.2
537,"Heat Resistant Gloves","Kitchen",399,4.3
538,"Reusable Food Pouches","Kitchen",299,4.0
539,"Paper Towel Holder","Kitchen",299,4.1
540,"Mini USB Vacuum Cleaner","Electronics",349,4.0
541,"Silicone Oven Rack Protector","Kitchen",199,4.0
542,"Smartphone Tripod Stand","Electronics",399,4.2
543,"Wine Bottle Stopper Vacuum Seal","Kitchen",299,4.1
544,"Dog Grooming Gloves","Pets",349,4.2
545,"Desk Headphone Stand","Home Office",399,4.3
546,"Waterproof Temporary Tattoos","Fashion",199,3.8
547,"Wood Polish and Conditioner","Home Appliances",299,4.1
548,"Travel Containers Set","Travel",349,4.2
549,"LED Night Light","Home Decor",299,4.3
550,"Herb Scissors","Kitchen",199,4.1
551,"Smart Plant Pot","Home Decor",799,4.3
552,"Avocado Slicer Tool","Kitchen",249,4.0
553,"Vitamin C Shower Filter","Bath",499,4.2
554,"Desktop Vacuum Cleaner","Home Office",349,4.1
555,"Magnetic Refrigerator Whiteboard","Home Decor",299,4.2
556,"Shoe Deodorizer Balls","Home Appliances",199,3.9
557,"Portable Espresso Maker","Kitchen",899,4.4
558,"Water Bottle with Time Marker","Health",399,4.3
559,"Drawer Organizer Dividers","Home Decor",349,4.2
560,"Wireless Video Doorbell","Home Security",2499,4.6
561,"Fabric Steamer","Home Appliances",799,4.4
562,"Adjustable Tablet Stand","Electronics",449,4.2
563,"Hair Scalp Massager","Health",299,4.1
564,"Kitchen Compost Bin","Kitchen",499,4.3
565,"Silicone Garlic Peeler Roller","Kitchen",149,4.0
566,"Foot Massage Roller","Health",299,4.2
567,"Microwave Egg Poacher","Kitchen",249,4.1
568,"Pet Grooming Brush","Pets",349,4.3
569,"Wine Bottle Opener Set","Kitchen",599,4.4
570,"Milk Frother Wand","Kitchen",299,4.2
571,"Smart Key Finder","Electronics",499,4.3
572,"Portable Ice Maker","Kitchen",2999,4.7
573,"Shower Hair Catcher","Bath",199,4.1
574,"Magnetic Wristband for Tools","Tools",249,4.2
575,"Bamboo Monitor Stand","Home Office",599,4.4
576,"Electric Air Popcorn Maker","Kitchen",699,4.3
577,"Food Vacuum Sealer","Kitchen",1499,4.5
578,"Selfie Ring Light","Electronics",399,4.2
579,"Foldable Laptop Stand","Home Office",599,4.3
580,"Couch Arm Table","Furniture",499,4.1
581,"Flexible Garden Hose","Garden",799,4.4
582,"Handheld Document Scanner","Home Office",1999,4.5
583,"Aromatherapy Car Diffuser","Automotive",399,4.0
584,"Full Body Massage Mat","Health",1999,4.5
585,"Knife Sharpening Stone","Kitchen",599,4.3
586,"Bluetooth FM Transmitter","Automotive",399,4.2
587,"Electric Razor","Electronics",1299,4.6
588,"Smart WiFi Light Bulb","Electronics",499,4.4
589,"Silicone Kitchen Tongs","Kitchen",299,4.3
590,"Electronic Bug Zapper","Home Appliances",599,4.2
591,"Dryer Balls Set","Home Appliances",299,4.1
592,"Handheld Steam Iron","Home Appliances",899,4.4
593,"Digital Kitchen Scale","Kitchen",499,4.3
594,"Rechargeable Hand Warmer","Health",399,4.2
595,"Kitchen Sink Organizer Caddy","Kitchen",349,4.3
596,"Portable Laptop Desk","Furniture",799,4.4
597,"Knife Block Set","Kitchen",1499,4.6
598,"LED Vanity Mirror","Health",899,4.5
599,"Bamboo Phone Stand","Electronics",299,4.2
600,"Smart Bathroom Scale","Health",799,4.4
601,"Desktop File Organizer","Home Office",549,4.3
602,"Collapsible Coffee Dripper","Kitchen",349,4.1
603,"Magnetic Cable Organizer","Electronics",249,4.0
604,"Multi-tool Pocket Knife","Tools",599,4.5
605,"Cork Yoga Block Set","Fitness",499,4.3
606,"Touchless Trash Can","Kitchen",999,4.5
607,"Handheld Vacuum Cleaner","Home Appliances",1599,4.6
608,"Bath Bomb Gift Set","Bath",499,4.2
609,"Bamboo Toothbrush Set","Health",249,4.1
610,"Folding Dish Rack","Kitchen",499,4.2
611,"Rechargeable Book Light","Home Decor",299,4.1
612,"Silicone Oven Mitts","Kitchen",399,4.3
613,"Cable Management System","Home Office",399,4.2
614,"Reusable Grocery Bags Set","Home Decor",349,4.2
615,"Bamboo Laptop Desk","Furniture",899,4.4
616,"Wall-Mounted Toothbrush Holder","Bath",249,4.0
617,"Mini Security Camera","Home Security",1799,4.6
618,"Vertical Laptop Stand","Home Office",549,4.3
619,"Kitchen Timer","Kitchen",199,4.1
620,"Window Security Alarm","Home Security",399,4.2
621,"Waterproof Shower Speaker","Electronics",799,4.4
622,"Bedside Organizer Caddy","Home Decor",399,4.2
623,"Digital Cooking Thermometer","Kitchen",399,4.3
624,"Foam Roller for Muscles","Fitness",599,4.4
625,"Pet GPS Tracker","Pets",1499,4.6
626,"Wine Bottle Chiller Stick","Kitchen",349,4.0
627,"Stress Relief Toys Set","Health",299,4.1
628,"Reusable Food Wrap","Kitchen",349,4.2
629,"Slim Wallet RFID Blocking","Fashion",499,4.3
630,"UV Phone Sanitizer Box","Electronics",799,4.4
631,"Essential Oil Organizer","Health",349,4.1
632,"Ear and Nose Hair Trimmer","Health",349,4.2
633,"Camping Lantern LED","Outdoor",499,4.3
634,"Floating Wall Shelves Set","Home Decor",899,4.5
635,"Wine Aerator Pourer","Kitchen",299,4.2
636,"Car Cup Holder Expander","Automotive",249,4.0
637,"Vacuum Insulated Water Bottle","Kitchen",599,4.4
638,"Bluetooth Sleep Headphones","Electronics",599,4.3
639,"Adjustable Closet Organizer","Home Decor",799,4.4
640,"Shoe Storage Box Set","Home Decor",699,4.3
641,"Stainless Steel Wine Tumbler","Kitchen",399,4.2
